date,website_traffic,conversion_rate,average_order_value,ad_spend,refund_rate,orders,revenue,new_customers,returning_customers,customer_acquisition_cost,gross_profit,profit_margin,revenue_growth_dod,orders_growth_dod,traffic_growth_dod,revenue_7d_avg,conversion_7d_avg
2023-10-12,6596,0.0264,83.68,1325.37,0.0254,174,14560.29,121,53,10.95,8736.17,0.6,0.40335545630311875,0.19999999999999996,0.11456573166610351,11268.407142857144,0.023771428571428572
2023-10-13,5784,0.0287,75.99,1268.79,0.0312,165,12538.28,117,48,10.84,7522.97,0.6,-0.13887154720132633,-0.051724137931034475,-0.12310491206791996,11511.954285714286,0.02472857142857143
2023-10-14,5348,0.0273,71.74,1211.32,0.0349,145,10402.72,101,44,11.99,6241.63,0.6,-0.17032320222550468,-0.12121212121212122,-0.07538035961272471,11665.232857142857,0.025128571428571427
2023-10-15,5500,0.0245,72.58,1344.4,0.0325,134,9725.8,93,41,14.46,5835.48,0.6,-0.0650714428534076,-0.07586206896551728,0.02842183994016456,11527.791428571427,0.025128571428571427
2023-10-16,6243,0.0228,73.4,1207.08,0.0309,142,10422.55,97,45,12.44,6253.53,0.6,0.07163935100454455,0.05970149253731338,0.13509090909090915,11681.509999999998,0.025585714285714288
2023-10-17,6066,0.0301,77.12,1275.29,0.035,182,14035.99,124,58,10.28,8421.59,0.6,0.3466944269876375,0.2816901408450705,-0.02835175396444012,11722.995714285715,0.026328571428571427
2023-10-18,6153,0.0251,77.61,1253.98,0.0165,154,11952.58,105,49,11.94,7171.55,0.6,-0.14843342008650617,-0.15384615384615385,0.014342235410484738,11948.315714285714,0.026414285714285717
2023-10-19,6100,0.025,72.13,1304.92,0.0334,152,10963.99,107,45,12.2,6578.39,0.6,-0.08270933974087602,-0.012987012987012991,-0.008613684381602482,11434.55857142857,0.026214285714285714
2023-10-20,6085,0.025,74.88,1318.73,0.0267,151,11306.61,102,49,12.93,6783.97,0.6,0.031249572464039144,-0.006578947368421018,-0.0024590163934425924,11258.605714285713,0.025685714285714287
2023-10-21,5577,0.0254,85.71,1243.08,0.0208,141,12085.3,99,42,12.56,7251.18,0.6,0.06887033337136406,-0.06622516556291391,-0.08348397699260479,11498.974285714285,0.025414285714285716
2023-10-22,5482,0.0247,83.64,1204.64,0.0326,135,11291.09,98,37,12.29,6774.65,0.6,-0.06571702812507751,-0.04255319148936165,-0.01703424780347862,11722.587142857143,0.02544285714285714
2023-10-23,6077,0.0239,77.18,1266.13,0.0369,144,11114.15,101,43,12.54,6668.49,0.6,-0.01567076340725304,0.06666666666666665,0.10853703028091943,11821.387142857144,0.0256
2023-10-24,6399,0.0239,75.19,1210.07,0.0293,152,11428.88,105,47,11.52,6857.33,0.6,0.028317955039296683,0.05555555555555558,0.05298667105479682,11448.942857142856,0.024714285714285716
2023-10-25,6285,0.0249,75.6,1345.45,0.0348,156,11793.62,105,51,12.81,7076.17,0.6,0.031913888325015405,0.026315789473684292,-0.017815283638068502,11426.234285714285,0.024685714285714287
2023-10-26,6390,0.0239,78.07,1252.43,0.0381,152,11866.27,111,41,11.28,7119.76,0.6,0.006160110296923316,-0.02564102564102566,0.01670644391408116,11555.131428571429,0.02452857142857143
2023-10-27,6358,0.0236,69.89,1228.16,0.0366,149,10413.02,100,49,12.28,6247.81,0.6,-0.12246898140696272,-0.019736842105263164,-0.005007824726134591,11427.475714285714,0.024328571428571425
2023-10-28,5270,0.0252,73.71,1256.49,0.0382,132,9730.13,94,38,13.37,5838.08,0.6,-0.06558039838586704,-0.11409395973154357,-0.17112299465240643,11091.022857142858,0.0243
2023-10-29,5328,0.0245,66.66,1180.72,0.0337,130,8665.42,92,38,12.83,5199.25,0.6,-0.10942402619492231,-0.015151515151515138,0.011005692599620476,10715.927142857143,0.024271428571428572
2023-10-30,6393,0.028,77.0,1200.32,0.0304,179,13782.3,124,55,9.68,8269.38,0.6,0.5904941710846097,0.3769230769230769,0.19988738738738743,11097.091428571428,0.02485714285714286
2023-10-31,6370,0.0197,78.24,1309.75,0.022,125,9779.5,86,39,15.23,5867.7,0.6,-0.290430479673204,-0.3016759776536313,-0.0035976849679336675,10861.465714285714,0.02425714285714286
2023-11-01,6248,0.0272,72.58,1217.7,0.0288,169,12266.71,112,57,10.87,7360.02,0.6,0.25432895342297646,0.3520000000000001,-0.019152276295133386,10929.050000000001,0.024585714285714287
2023-11-02,6280,0.0275,82.87,1199.03,0.0258,172,14253.63,121,51,9.91,8552.18,0.6,0.1619766017130917,0.01775147928994092,0.005121638924455718,11270.101428571428,0.0251
2023-11-03,6516,0.0209,68.87,1279.03,0.0409,135,9297.61,96,39,13.32,5578.56,0.6,-0.34770230460591434,-0.2151162790697675,0.03757961783439501,11110.757142857141,0.024714285714285716
2023-11-04,5346,0.0243,67.68,1312.31,0.0291,130,8798.16,88,42,14.91,5278.89,0.6,-0.053718106050909986,-0.03703703703703709,-0.1795580110497238,10977.618571428571,0.024585714285714287
2023-11-05,5578,0.0243,76.12,1289.79,0.0306,135,10276.5,94,41,13.72,6165.9,0.6,0.16802831501132065,0.03846153846153855,0.0433969322858212,11207.772857142858,0.024557142857142857
2023-11-06,6232,0.0222,80.24,1304.47,0.0328,138,11072.5,96,42,13.59,6643.5,0.6,0.07745827859679855,0.022222222222222143,0.11724632484761566,10820.658571428572,0.023728571428571425
2023-11-07,6233,0.0234,83.42,1217.65,0.0302,146,12179.27,103,43,11.82,7307.56,0.6,0.09995664935651383,0.05797101449275366,0.00016046213093701134,11163.482857142857,0.024257142857142856
2023-11-08,6501,0.0228,72.71,1185.23,0.0385,148,10760.43,103,45,11.51,6456.26,0.6,-0.11649630889207652,0.013698630136986356,0.04299695170864748,10948.3,0.023628571428571426
2023-11-09,6450,0.0285,80.39,1332.21,0.0269,183,14711.99,122,61,10.92,8827.2,0.6,0.36723067758444583,0.2364864864864864,-0.007844946931241381,11013.78,0.023771428571428572
2023-11-10,6452,0.0269,74.81,1241.83,0.031,173,12941.69,119,54,10.44,7765.01,0.6,-0.12033042436815133,-0.05464480874316935,0.00031007751937983663,11534.362857142858,0.024628571428571427
2023-11-11,5755,0.0275,74.14,1246.25,0.0263,158,11713.62,111,47,11.23,7028.17,0.6,-0.09489255267279617,-0.08670520231213874,-0.1080285182889027,11950.857142857143,0.025085714285714288
2023-11-12,5502,0.0264,79.42,1326.03,0.0234,145,11515.65,103,42,12.87,6909.39,0.6,-0.016900838511066718,-0.08227848101265822,-0.043961772371850616,12127.878571428571,0.02538571428571429
2023-11-13,6438,0.0227,78.26,1288.25,0.0269,146,11426.2,100,46,12.88,6855.72,0.6,-0.007767690056575072,0.006896551724137945,0.1701199563794984,12178.407142857144,0.025457142857142862
2023-11-14,6244,0.024,67.12,1284.06,0.0298,149,10000.59,110,39,11.67,6000.35,0.6,-0.12476676410355148,0.020547945205479534,-0.03013358185771975,11867.167142857143,0.025542857142857145
2023-11-15,6375,0.026,82.38,1370.34,0.0279,165,13593.15,109,56,12.57,8155.89,0.6,0.3592348051464962,0.10738255033557054,0.020980140935297875,12271.841428571428,0.026
2023-11-16,6288,0.0226,81.9,1230.74,0.0265,141,11547.96,97,44,12.69,6928.78,0.6,-0.15045739949901238,-0.1454545454545455,-0.013647058823529457,11819.837142857143,0.025157142857142857
2023-11-17,6338,0.0264,71.87,1310.13,0.023,167,12002.66,116,51,11.29,7201.59,0.6,0.03937491989927233,0.18439716312056742,0.00795165394402031,11685.69,0.025085714285714284
2023-11-18,5641,0.0245,76.98,1267.41,0.0296,138,10623.1,96,42,13.2,6373.86,0.6,-0.1149378554420436,-0.17365269461077848,-0.10997159987377725,11529.901428571427,0.024657142857142857
2023-11-19,5363,0.0243,77.47,1278.81,0.0225,130,10071.12,87,43,14.7,6042.67,0.6,-0.05196035055680537,-0.05797101449275366,-0.04928204219110088,11323.540000000003,0.024357142857142855
2023-11-20,6749,0.0264,76.3,1342.63,0.1029,178,13582.0,126,52,10.66,8149.2,0.6,0.3486086949614342,0.36923076923076925,0.25843744173037475,11631.511428571428,0.024885714285714285
2023-11-21,6133,0.0259,72.25,1292.42,0.095,158,11415.26,111,47,11.64,6849.16,0.6,-0.15953026063908116,-0.1123595505617978,-0.09127278115276338,11833.607142857143,0.025157142857142857
2023-11-22,6096,0.0243,71.64,1294.77,0.0808,148,10603.0,103,45,12.57,6361.8,0.6,-0.0711556285183167,-0.06329113924050633,-0.006032936572639813,11406.442857142858,0.024914285714285715
2023-11-23,6575,0.0273,74.87,1322.31,0.0951,179,13402.13,126,53,10.49,8041.28,0.6,0.26399415259832115,0.20945945945945943,0.0785761154855642,11671.324285714287,0.025585714285714285
2023-11-24,6505,0.0228,80.86,1251.26,0.0979,148,11967.82,102,46,12.27,7180.69,0.6,-0.10702104814682434,-0.17318435754189943,-0.010646387832699666,11666.347142857141,0.025071428571428574
2023-11-25,5676,0.0262,77.72,1228.37,0.1154,148,11502.26,98,50,12.53,6901.36,0.6,-0.038900986144510874,0.0,-0.12744043043812447,11791.941428571428,0.025314285714285713
2023-11-26,5681,0.0262,73.15,1218.91,0.0367,148,10825.75,101,47,12.07,6495.45,0.6,-0.058815398017433074,0.0,0.0008809020436928439,11899.745714285715,0.025585714285714288
2023-11-27,6357,0.0244,78.86,1173.66,0.0206,155,12223.07,108,47,10.87,7333.84,0.6,0.12907373623074614,0.04729729729729737,0.11899313501144171,11705.612857142856,0.0253
2023-11-28,6184,0.0257,60.76,1375.61,0.0306,158,9599.65,111,47,12.39,5759.79,0.6,-0.21462856712757106,0.019354838709677358,-0.02721409469875724,11446.24,0.025271428571428573
2023-11-29,6383,0.0225,80.74,1218.47,0.0292,143,11546.37,100,43,12.18,6927.82,0.6,0.202790726745246,-0.09493670886075944,0.03217981888745158,11581.007142857143,0.025014285714285715
2023-11-30,6236,0.0268,66.3,1263.39,0.0334,167,11072.34,118,49,10.71,6643.4,0.6,-0.0410544612722441,0.16783216783216792,-0.02302992323358921,11248.179999999998,0.024942857142857145
2023-12-01,6571,0.0246,73.19,1261.43,0.0311,161,11783.24,110,51,11.47,7069.94,0.6,0.06420503705630431,-0.0359281437125748,0.05372033354714567,11221.81142857143,0.0252
2023-12-02,5551,0.024,69.4,1291.47,0.0262,132,9161.02,92,40,14.04,5496.61,0.6,-0.22253811345606123,-0.18012422360248448,-0.15522751483792419,10887.348571428573,0.024885714285714285
2023-12-03,5419,0.0271,68.53,1317.71,0.0284,146,10004.88,103,43,12.79,6002.93,0.6,0.09211419689073908,0.10606060606060597,-0.023779499189335307,10770.08142857143,0.025014285714285715
2023-12-04,6324,0.0236,80.8,1320.77,0.026,149,12039.82,104,45,12.7,7223.89,0.6,0.20339474336523788,0.020547945205479534,0.16700498246909024,10743.902857142859,0.0249
2023-12-05,6475,0.0222,72.66,1249.42,0.0354,143,10390.59,96,47,13.01,6234.36,0.6,-0.1369812837733454,-0.04026845637583898,0.023877292852624965,10856.894285714287,0.0244
2023-12-06,6284,0.0219,76.73,1271.04,0.0301,137,10512.36,93,44,13.67,6307.41,0.6,0.01171925752050651,-0.04195804195804198,-0.029498069498069546,10709.17857142857,0.024314285714285712
2023-12-07,6236,0.0262,74.77,1294.35,0.0395,163,12186.76,116,47,11.16,7312.06,0.6,0.15927917232667066,0.1897810218978102,-0.007638446849140723,10868.381428571429,0.02422857142857143
2023-12-08,6453,0.0224,77.39,1268.61,0.0297,144,11143.47,104,40,12.2,6686.08,0.6,-0.08560848002258192,-0.1165644171779141,0.034797947402180895,10776.985714285713,0.023914285714285714
2023-12-09,5658,0.0285,75.38,1362.24,0.0265,161,12136.84,116,45,11.74,7282.1,0.6,0.08914368684081353,0.11805555555555558,-0.12319851231985124,11202.102857142858,0.024557142857142857
2023-12-10,5512,0.0208,68.59,1307.24,0.0224,114,7818.69,80,34,16.34,4691.22,0.6,-0.3557886566849362,-0.2919254658385093,-0.025804171085189065,10889.789999999999,0.023657142857142856
2023-12-11,6323,0.0284,79.98,1320.26,0.021,179,14316.66,120,59,11.0,8590.0,0.6,0.83108167736539,0.5701754385964912,0.14713352685050807,11215.052857142857,0.024342857142857145
2023-12-12,6468,0.0254,72.53,1317.48,0.0221,164,11895.12,114,50,11.56,7137.07,0.6,-0.16914140588656845,-0.08379888268156421,0.0229321524592756,11429.985714285716,0.024799999999999996
2023-12-13,6136,0.0248,67.22,1343.84,0.0313,152,10217.0,111,41,12.11,6130.2,0.6,-0.14107634054973806,-0.07317073170731703,-0.05132962275819419,11387.79142857143,0.025214285714285717
2023-12-14,6148,0.0239,72.86,1295.04,0.0325,147,10710.34,104,43,12.45,6426.2,0.6,0.048286189683860226,-0.03289473684210531,0.001955671447196883,11176.874285714284,0.02488571428571429
2023-12-15,6290,0.0258,82.5,1221.97,0.0221,162,13365.62,112,50,10.91,8019.37,0.6,0.2479174330600149,0.1020408163265305,0.023096942094990247,11494.324285714285,0.025371428571428573
2023-12-16,5595,0.0249,79.25,1307.62,0.0345,139,11015.9,99,40,13.21,6609.54,0.6,-0.1758032923276287,-0.14197530864197527,-0.11049284578696339,11334.19,0.02485714285714286
2023-12-17,5704,0.0272,73.26,1255.89,0.0276,155,11354.79,104,51,12.08,6812.88,0.6,0.03076371426755875,0.1151079136690647,0.019481680071492313,11839.347142857141,0.025771428571428574
2023-12-18,6741,0.0252,73.25,1262.85,0.0307,170,12453.13,116,54,10.89,7471.88,0.6,0.09672922176455923,0.09677419354838701,0.1818022440392706,11573.128571428573,0.025314285714285713
2023-12-19,6622,0.0253,73.39,1319.43,0.0381,167,12256.43,113,54,11.68,7353.86,0.6,-0.01579522577857928,-0.01764705882352946,-0.017653167185877505,11624.744285714285,0.0253
2023-12-20,6422,0.0243,85.38,1352.85,0.0345,155,13234.48,109,46,12.41,7940.69,0.6,0.07979893003101224,-0.07185628742514971,-0.030202355783751078,12055.812857142857,0.025228571428571427
2023-12-21,6454,0.0249,76.91,1292.82,0.0287,160,12305.55,114,46,11.34,7383.33,0.6,-0.07019013969570398,0.032258064516129004,0.004982871379632492,12283.699999999999,0.02537142857142857
2023-12-22,6262,0.0256,77.15,1308.02,0.0255,160,12344.03,111,49,11.78,7406.42,0.6,0.0031270443011488513,0.0,-0.029748992872637103,12137.75857142857,0.025342857142857143
2023-12-23,5663,0.0216,80.15,1378.52,0.0192,122,9778.47,83,39,16.61,5867.08,0.6,-0.20783812093781373,-0.23750000000000004,-0.09565633982753119,11960.982857142855,0.02487142857142857
2023-12-24,5613,0.0223,76.19,1306.27,0.0264,125,9524.24,87,38,15.01,5714.55,0.6,-0.025998954846719324,0.024590163934426146,-0.008829242450997699,11699.475714285714,0.02417142857142857
2023-12-25,6539,0.0265,73.7,1425.14,0.0289,173,12750.93,119,54,11.98,7650.56,0.6,0.3387871368214157,0.3839999999999999,0.16497416711206125,11742.01857142857,0.024357142857142855
2023-12-26,6313,0.0253,74.02,1324.15,0.0251,160,11842.92,109,51,12.15,7105.75,0.6,-0.07121127635396007,-0.07514450867052025,-0.03456185961156144,11682.945714285714,0.024357142857142855
2023-12-27,6587,0.0246,74.64,1208.67,0.0293,162,12092.0,114,48,10.6,7255.2,0.6,0.021031975222326915,0.012499999999999956,0.043402502772057705,11519.734285714283,0.0244
2023-12-28,6794,0.025,74.81,1335.19,0.0304,170,12718.36,116,54,11.51,7631.02,0.6,0.05179953688389016,0.04938271604938271,0.031425535144982586,11578.707142857145,0.024414285714285715
2023-12-29,6470,0.0257,78.64,1317.41,0.0289,166,13053.93,110,56,11.98,7832.36,0.6,0.026384691107973035,-0.02352941176470591,-0.04768913747424197,11680.121428571429,0.024428571428571428
2023-12-30,5776,0.0239,75.26,1363.66,0.0267,138,10385.84,92,46,14.82,6231.51,0.6,-0.20438978912863792,-0.1686746987951807,-0.10726429675425042,11766.888571428572,0.024757142857142856
2023-12-31,5838,0.0234,78.66,1333.66,0.0308,136,10698.2,90,46,14.82,6418.92,0.6,0.03007556442232895,-0.01449275362318836,0.010734072022160701,11934.597142857141,0.024914285714285715
